Ind,Code,First_name,Last_name,Position,Shoots,Draft_year,Draft_round,Height,Weight,DOB,Age,Country,Place,Year,Team,Games,Goals,Assists,Points,PM,Pen,G_ev,G_pp,G_sh,Gwg,A_ev,A_pp,A_sh,S,SA,TOI,TOI_avg,FOW,FOL,HIT,BLK,TKY,GWY,PDO,OZS,DZS,OPS,DPS,Salary,Cap_hit,P/60,P1/60,GS/60,CF,CA,CF%,Rel CF%,GF,GA,xGF,xGA,xGF%,Rel xGF%,iPENT,iPEND,iSh%,ixGF,ixGF/60,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC,GP,G,A,P,P1,GS,C+/-,G+/-,GF%,xG+/-,iP+/-,iCF,iCF/60
8904,bartlvi01,Victor,Bartley,D,L,2008,7.19,183,217,1988-02-17,30.59995024,CA,Other,2016,NSH,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,130.92,13.15,0,0,2,5,0,1,91.7,30.0,70.0,0.0,-0.1,666667.0,666667.0,,,0.05,119,143,45.42,-4.99,6,4,4.99,5.49,47.61,-1.76,3,,,0.45,0.21,45.88,26.32,25.22,50.55,28.21,49.33,10.0,,,,,0.1,-24,2,60,-0.5,-3,16,7.33
8905,bartlvi01,Victor,Bartley,D,L,2008,7.19,183,217,1988-02-17,30.59995024,CA,Other,2016,MTL,9,0,0,0,3,6,0,0,0,0,0,0,0,8,15,130.92,13.2,0,0,19,12,0,6,105.7,48.0,52.0,-0.2,0.5,666667.0,666667.0,,,0.05,119,143,45.42,-4.99,6,4,4.99,5.49,47.61,-1.76,3,,,0.45,0.21,45.88,26.32,25.22,50.55,28.21,49.33,10.0,,,,,0.1,-24,2,60,-0.5,-3,16,7.33
8906,beaulna01,Nathan,Beaulieu,D,L,2011,1.0170000000000001,188,200,1992-12-05,25.80039939,CA,Other,2013,MTL,6,0,2,2,5,0,0,0,0,0,2,0,0,8,19,78.57,15.22,0,0,3,4,1,4,107.5,52.3,47.7,0.1,0.6,925000.0,925000.0,1.53,1.53,2.85,89,73,54.94,0.65,8,3,5.47,2.47,68.89,11.04,,,,0.22,0.17,52.17,28.04,27.03,53.81,28.09,48.33,6.0,,2,2,2,3.73,16,5,72.73,3.0,,13,9.93
8907,beaulna01,Nathan,Beaulieu,D,L,2011,1.0170000000000001,188,200,1992-12-05,25.80039939,CA,Other,2014,MTL,17,0,2,2,6,8,0,0,0,0,2,0,0,15,43,203.58,13.14,0,0,7,20,1,13,107.1,50.7,49.3,-0.1,1.1,925000.0,925000.0,0.59,0.29,0.77,184,215,46.12,-0.19,9,2,7.21,7.5,49.01,1.45,5,4,,0.47,0.14,50.74,24.26,26.69,45.48,28.37,49.04,17.0,,2,2,1,2.6,-31,7,81.82,-0.29,-1,35,10.32
8908,beaulna01,Nathan,Beaulieu,D,L,2011,1.0170000000000001,188,200,1992-12-05,25.80039939,CA,Other,2015,MTL,64,1,8,9,6,45,1,0,0,0,6,2,0,62,147,935.33,15.42,0,0,50,69,8,47,101.2,49.6,50.4,-0.1,2.8,925000.0,925000.0,0.38,0.13,0.59,831,893,48.2,-0.02,30,22,33.97,33.07,50.67,2.68,11,8,2,2.13,0.14,49.72,29.4,26.97,48.64,28.48,49.86,64.0,1,5,6,2,9.2,-62,8,57.69,0.9,-3,129,8.28
8909,beaulna01,Nathan,Beaulieu,D,L,2011,1.0170000000000001,188,200,1992-12-05,25.80039939,CA,Other,2016,MTL,64,2,17,19,-6,55,1,1,0,0,15,2,0,74,144,981.65,17.27,0,0,59,89,17,48,98.5,49.1,50.9,0.9,1.9,1000000.0,1000000.0,0.92,0.49,1.15,909,883,50.73,-0.97,35,40,36.7,37.51,49.45,-1.13,10,9,1.61,2.6,0.16,48.61,31.88,27.16,51.47,28.7,49.12,63.0,1,14,15,8,18.75,26,-5,46.67,-0.81,-1,120,7.33
8910,beaulna01,Nathan,Beaulieu,D,L,2011,1.0170000000000001,188,200,1992-12-05,25.80039939,CA,Other,2017,MTL,74,4,24,28,8,44,2,2,0,1,14,10,0,118,235,1239.28,19.29,0,0,65,102,16,71,101.7,50.8,49.2,1.7,3.9,1000000.0,1000000.0,0.73,0.44,1.2,1203,1181,50.46,-3.09,57,46,50.66,51.02,49.82,-4.92,13,13,2.15,3.39,0.16,50.66,33.39,27.24,53.35,28.62,49.53,74.0,2,13,15,9,24.77,22,11,55.34,-0.36,,188,9.1
8911,beaulna01,Nathan,Beaulieu,D,L,2011,1.0170000000000001,188,200,1992-12-05,25.80039939,CA,Other,2018,BUF,59,1,8,9,-19,36,1,0,0,0,7,1,0,67,148,854.93,15.57,0,0,45,65,6,30,96.8,51.0,49.0,-0.1,1.1,2400000.0,2400000.0,0.56,0.42,0.55,753,826,47.69,0.49,28,41,27.57,35.01,44.06,-0.76,11,10,1.64,2.86,0.2,50.68,29.89,27.12,47.02,28.45,50.07,59.0,1,7,8,6,7.78,-73,-13,40.58,-7.44,-1,133,9.33
8912,beckta01,Taylor,Beck,RW,R,2009,3.07,188,203,1991-05-13,27.36648226,CA,Other,2013,NSH,16,3,4,7,0,2,2,1,0,0,3,1,0,39,64,223.65,16.06,6,3,13,11,3,5,100.3,50.4,49.6,0.4,0.3,660000.0,660000.0,1.34,0.8,1.88,196,198,49.75,4.02,10,8,9.54,6.54,59.33,8.66,1,2,5.56,2.44,0.65,50.43,27.17,31.0,46.7,29.88,50.64,16.0,2,3,5,3,7.01,-2,2,55.56,3.0,1,58,15.56
8913,beckta01,Taylor,Beck,RW,R,2009,3.07,188,203,1991-05-13,27.36648226,CA,Other,2014,NSH,7,0,0,0,-2,6,0,0,0,0,0,0,0,9,15,82.53,12.5,0,0,4,5,0,2,91.3,69.6,30.4,-0.3,0.0,660000.0,660000.0,,,0.62,66,54,55,6.17,,2,1.7,1.86,47.75,-2.0,2,,,0.48,0.35,69.57,23.49,29.24,49.7,28.23,49.42,7.0,,,,,0.85,12,-2,,-0.16,-2,13,9.45
8914,beckta01,Taylor,Beck,RW,R,2009,3.07,188,203,1991-05-13,27.36648226,CA,Other,2015,NSH,62,8,8,16,-4,18,6,2,0,3,8,0,0,78,143,658.0,11.56,5,5,61,23,15,10,99.7,29.4,70.6,0.7,0.6,550000.0,550000.0,1.09,1.09,1.15,506,572,46.94,-7.11,17,16,18.91,18.36,50.74,-5.14,5,8,8.22,4.95,0.45,29.15,21.64,28.98,49.95,29.1,50.01,62.0,6,6,12,12,12.62,-66,1,51.52,0.55,3,130,11.85
8915,beckta01,Taylor,Beck,RW,R,2009,3.07,188,203,1991-05-13,27.36648226,CA,Other,2016,NYI,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,16.97,8.29,0,0,6,0,0,0,100.0,66.7,33.3,0.0,0.0,875000.0,875000.0,,,-1.06,10,16,38.46,-15.82,,,0.26,0.38,40.62,-17.21,1,1,,0.08,0.28,66.67,19.49,29.35,48.45,28.56,50.31,2.0,,,,,-0.3,-6,,,-0.12,,3,10.61
8916,beckta01,Taylor,Beck,RW,R,2009,3.07,188,203,1991-05-13,27.36648226,CA,Other,2017,TOT,5,0,0,0,-3,4,0,0,0,0,0,0,0,5,11,42.6,8.49,0,1,5,0,1,2,87.0,53.8,46.2,-0.1,-0.1,650000.0,650000.0,,,-1.24,31,44,41.33,-5.2,,3,0.82,2.39,25.55,-23.64,1,,,0.36,0.51,53.85,16.88,27.56,48.35,26.69,49.0,5.0,,,,,-0.88,-13,-3,,-1.57,-1,11,15.49
8917,beckta01,Taylor,Beck,RW,R,2009,3.07,188,203,1991-05-13,27.36648226,CA,Other,2017,EDM,3,0,0,0,-1,4,0,0,0,0,0,0,0,0,1,42.6,5.53,0,0,3,0,0,0,80.0,50.0,50.0,0.0,0.0,650000.0,650000.0,,,-1.24,31,44,41.33,-5.2,,3,0.82,2.39,25.55,-23.64,1,,,0.36,0.51,53.85,16.88,27.56,48.35,26.69,49.0,5.0,,,,,-0.88,-13,-3,,-1.57,-1,11,15.49
8918,beckta01,Taylor,Beck,RW,R,2009,3.07,188,203,1991-05-13,27.36648226,CA,Other,2017,NYR,2,0,0,0,-2,0,0,0,0,0,0,0,0,5,10,42.6,13.12,0,1,2,0,1,2,88.9,56.3,43.8,-0.1,-0.1,650000.0,650000.0,,,-1.24,31,44,41.33,-5.2,,3,0.82,2.39,25.55,-23.64,1,,,0.36,0.51,53.85,16.88,27.56,48.35,26.69,49.0,5.0,,,,,-0.88,-13,-3,,-1.57,-1,11,15.49
8919,bellebr01,Brett,Bellemore,D,R,2007,6.162000000000001,193,225,1988-06-25,30.24676059,CA,Other,2013,CAR,8,0,2,2,-2,7,0,0,0,0,2,0,0,3,18,93.77,13.46,0,0,14,13,3,4,94.9,49.3,50.7,0.1,0.0,525000.0,525000.0,1.28,0.64,1.45,97,86,53.01,-0.09,2,4,3.98,4.06,49.5,-2.08,2,3,,0.41,0.26,49.25,24.68,27.78,51.35,28.74,50.37,8.0,,2,2,1,2.27,11,-2,33.33,-0.08,1,18,11.52
8920,bellebr01,Brett,Bellemore,D,R,2007,6.162000000000001,193,225,1988-06-25,30.24676059,CA,Other,2014,CAR,64,2,6,8,-1,45,2,0,0,0,6,0,0,54,106,976.4,17.28,0,0,169,98,21,39,98.9,43.5,56.5,-0.2,2.5,600000.0,600000.0,0.43,0.25,0.54,870,931,48.31,-1.4,26,30,35.93,36.87,49.35,1.6,16,12,3.77,2.09,0.13,44.1,30.88,28.15,50.74,29.17,50.09,64.0,2,5,7,4,8.78,-61,-4,46.43,-0.94,-4,102,6.27
8921,bellebr01,Brett,Bellemore,D,R,2007,6.162000000000001,193,225,1988-06-25,30.24676059,CA,Other,2015,CAR,49,2,8,10,1,27,2,0,0,1,8,0,0,26,62,742.15,16.23,0,0,148,54,9,28,100.7,44.9,55.1,0.3,2.6,600000.0,600000.0,0.73,0.49,0.56,592,636,48.21,-4.37,23,23,25.85,26.0,49.86,-1.01,12,7,8,1.52,0.12,45.31,30.29,27.43,53.22,28.73,50.12,49.0,2,7,9,6,6.97,-44,,50,-0.15,-5,61,4.93
8922,bennebe01,Beau,Bennett,RW,R,2010,1.02,188,195,1991-11-27,26.82437696,US,Other,2013,PIT,26,3,11,14,7,6,2,1,0,2,7,4,0,30,54,276.47,12.18,1,3,28,9,10,7,106.8,58.8,41.2,1.0,0.6,900000.0,900000.0,1.95,1.3,1.8,234,258,47.56,-2.12,14,7,9.94,9.3,51.66,1.24,3,4,7.69,2.71,0.59,58.78,21.68,29.64,48.74,28.61,49.34,26.0,2,7,9,6,8.28,-24,7,66.67,0.64,1,47,10.2
8923,bennebe01,Beau,Bennett,RW,R,2010,1.02,188,195,1991-11-27,26.82437696,US,Other,2014,PIT,21,3,4,7,-2,0,3,0,0,1,4,0,0,27,52,261.03,13.51,2,0,32,7,2,4,96.3,59.9,40.1,0.3,0.3,900000.0,900000.0,1.15,0.92,1.96,247,187,56.91,6.76,8,12,8.02,7.92,50.31,-3.97,,3,8.7,1.66,0.38,60.74,24.63,30.76,50.1,29.35,49.96,21.0,2,3,5,4,8.54,60,-4,40,0.1,3,44,10.11
8924,bennebe01,Beau,Bennett,RW,R,2010,1.02,188,195,1991-11-27,26.82437696,US,Other,2015,PIT,49,4,8,12,-1,16,4,0,0,1,8,0,0,81,145,570.62,12.29,0,2,68,13,9,17,98.2,50.3,49.7,0.1,0.7,900000.0,900000.0,1.26,1.05,1.83,521,455,53.38,-0.46,20,21,18.66,17.57,51.5,-1.58,7,4,5.56,5.31,0.56,50.62,23.73,29.7,51.5,28.47,50.35,49.0,4,8,12,10,17.43,66,-1,48.78,1.09,-3,130,13.67
8925,bennebe01,Beau,Bennett,RW,R,2010,1.02,188,195,1991-11-27,26.82437696,US,Other,2016,PIT,33,6,6,12,-1,10,5,1,0,0,4,2,0,52,93,338.03,11.54,2,4,65,6,5,10,99.4,52.1,47.9,0.9,0.3,800000.0,800000.0,1.6,1.06,1.8,325,305,51.59,0.43,14,15,11.81,13.82,46.08,-8.37,4,1,11.36,2.77,0.49,51.43,21.17,29.28,52.06,28.48,49.45,33.0,5,4,9,6,10.14,20,-1,48.28,-2.01,-3,76,13.49
8926,bennebe01,Beau,Bennett,RW,R,2010,1.02,188,195,1991-11-27,26.82437696,US,Other,2017,NJD,65,8,11,19,-3,20,7,1,0,1,10,1,0,101,185,763.0,13.33,3,13,76,13,19,16,99.1,46.1,53.9,0.6,1.2,725000.0,725000.0,1.26,1.02,1.79,708,622,53.23,6.76,22,23,26.51,27.59,49,2.15,7,8,7.87,6.66,0.52,45.32,24.21,28.59,45.81,28.53,49.99,65.0,7,9,16,13,22.73,86,-1,48.89,-1.08,1,158,12.42
8927,bennebe01,Beau,Bennett,RW,R,2010,1.02,188,195,1991-11-27,26.82437696,US,Other,2018,STL,6,0,0,0,-2,0,0,0,0,0,0,0,0,6,14,59.95,10.48,1,2,9,1,2,0,93.9,32.1,67.9,-0.2,0.0,650000.0,650000.0,,,0.39,63,56,52.94,-0.04,,2,1.93,2.76,41.15,-16.98,1,,,0.52,0.52,32.14,19.22,27.9,50.25,28.48,51.77,6.0,,,,,0.39,7,-2,,-0.83,-1,14,14.01
8928,bjugsni01,Nick,Bjugstad,C,R,2010,1.0190000000000001,198,218,1992-07-17,26.1864451,US,Other,2013,FLA,11,1,0,1,-8,2,1,0,0,0,0,0,0,17,23,154.72,15.13,53,79,17,2,3,2,91.7,56.0,44.0,-0.2,-0.1,900000.0,900000.0,0.39,0.39,-0.42,106,136,43.8,-5.36,2,9,4.2,7.5,35.9,-3.07,2,1,7.14,0.79,0.31,56.76,27.95,28.91,49.82,28.89,50.03,11.0,1,,1,1,-1.09,-30,-7,18.18,-3.3,-1,18,6.98
8929,bjugsni01,Nick,Bjugstad,C,R,2010,1.0190000000000001,198,218,1992-07-17,26.1864451,US,Other,2014,FLA,76,16,22,38,-14,16,15,0,1,4,18,3,1,185,301,1015.88,16.13,549,574,117,23,37,28,97.4,52.8,47.2,2.8,0.7,900000.0,900000.0,1.89,1.59,2.12,966,944,50.58,-1.02,44,52,41.6,42.49,49.47,1.32,5,8,9.93,12.86,0.76,53.06,27.29,30.42,51.06,29.64,49.8,76.0,15,17,32,27,35.88,22,-8,45.83,-0.89,3,250,14.77
8930,bjugsni01,Nick,Bjugstad,C,R,2010,1.0190000000000001,198,218,1992-07-17,26.1864451,US,Other,2015,FLA,72,24,19,43,-7,38,17,7,0,3,14,5,0,207,325,963.97,16.35,486,508,148,29,23,28,98.8,52.8,47.2,4.2,1.0,900000.0,900000.0,1.68,1.12,1.96,885,857,50.8,-0.55,36,35,36.73,33.84,52.05,-0.02,16,16,8.23,13.29,0.83,52.66,26.86,29.77,51.83,29.23,49.61,72.0,13,14,27,18,31.43,28,1,50.7,2.89,,249,15.5
8931,bjugsni01,Nick,Bjugstad,C,R,2010,1.0190000000000001,198,218,1992-07-17,26.1864451,US,Other,2016,FLA,67,15,19,34,-8,41,9,6,0,3,10,9,0,171,274,842.85,15.31,449,419,87,28,25,26,99.2,46.0,54.0,2.7,0.7,4100000.0,4100000.0,1.21,1,1.44,722,733,49.62,1.01,29,35,32.12,30.04,51.67,3.51,11,11,7.76,9.76,0.69,45.2,25.92,29.82,49.41,28.71,50.06,67.0,9,8,17,14,20.21,-11,-6,45.31,2.08,,184,13.1
8932,bjugsni01,Nick,Bjugstad,C,R,2010,1.0190000000000001,198,218,1992-07-17,26.1864451,US,Other,2017,FLA,54,7,7,14,-19,22,6,1,0,1,5,2,0,91,154,624.73,13.09,186,205,72,9,21,17,96.7,55.5,44.5,0.3,0.1,4100000.0,4100000.0,0.96,0.67,0.61,532,615,46.38,-5.6,14,30,21.38,29.95,41.65,-7.26,7,14,7.25,6.4,0.61,55.19,23.51,29.08,50.75,28.61,50.21,54.0,5,5,10,7,6.37,-83,-16,31.82,-8.57,7,124,11.91
8933,bjugsni01,Nick,Bjugstad,C,R,2010,1.0190000000000001,198,218,1992-07-17,26.1864451,US,Other,2018,FLA,82,19,30,49,5,41,18,1,0,1,24,6,0,230,360,1089.65,15.07,152,146,95,19,52,49,100.4,47.6,52.4,3.5,1.5,4100000.0,4100000.0,2.2,1.87,2.7,1140,1050,52.05,4.08,59,48,51.2,45.36,53.02,6.45,11,13,9.47,17.44,0.96,46.48,27.08,31.11,48.14,29.28,49.85,82.0,18,22,40,34,49.08,90,11,55.14,5.84,2,301,16.57
8934,blancni01,Nicolas,Blanchard,LW,L,2005,6.192,190,206,1987-05-31,31.31728286,CA,Other,2013,CAR,9,0,0,0,-2,20,0,0,0,0,0,0,0,6,9,75.62,8.41,1,0,22,2,1,0,94.6,54.3,45.7,-0.2,0.0,,,,,-0.08,59,66,47.2,-1.38,1,3,1.89,3.19,37.2,-4.77,4,4,,0.26,0.21,54.35,16.77,28.13,51.9,27.82,49.85,9.0,,,,,-0.1,-7,-2,25,-1.3,,9,7.14
8935,bordepa02,Patrick,Bordeleau,LW,L,2004,4.114,198,225,1986-03-23,32.50553476,CA,Other,2013,COL,46,2,3,5,-7,70,2,0,0,0,3,0,0,24,40,283.1,6.13,0,2,116,3,4,2,97.2,61.1,38.9,0.0,0.0,525000.0,525000.0,1.06,0.64,,215,258,45.45,-3.99,8,14,7.67,10.91,41.28,-8.2,21,7,8.7,1.91,0.4,61.06,12.92,27.37,49.19,27.14,48.83,46.0,2,3,5,3,0.01,-43,-6,36.36,-3.24,-14,39,8.27
8936,bordepa02,Patrick,Bordeleau,LW,L,2004,4.114,198,225,1986-03-23,32.50553476,CA,Other,2014,COL,82,6,5,11,-1,115,6,0,0,1,5,0,0,37,64,559.93,6.53,1,2,178,14,8,13,101.6,57.2,42.8,0.3,0.4,1000000.0,1000000.0,1.18,0.96,0.29,360,502,41.76,-5.85,14,15,12.01,17.53,40.66,-6.36,23,15,16.22,2.9,0.31,57.18,14.17,26.19,44.81,27.03,49.44,82.0,6,5,11,9,2.71,-142,-1,48.28,-5.52,-8,64,6.86
8937,bordepa02,Patrick,Bordeleau,LW,L,2004,4.114,198,225,1986-03-23,32.50553476,CA,Other,2015,COL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77,6.46,0,0,2,0,0,0,100.0,60.0,40.0,0.0,0.0,1000000.0,1000000.0,,,-2.22,3,8,27.27,-25.11,,,0.05,0.37,11.9,-50.13,,,,,,60,14.83,26.63,41.23,28.97,38.55,1.0,,,,,-0.25,-5,,,-0.32,,,
8938,brodijo01,Jonas,Brodin,D,L,2011,1.01,185,194,1993-07-12,25.20079968,SE,Other,2013,MIN,45,2,9,11,3,10,1,1,0,0,8,1,0,51,107,862.28,23.13,0,0,17,60,18,15,99.9,47.0,53.0,0.2,3.0,925000.0,925000.0,0.56,0.14,0.9,724,675,51.75,3.57,30,25,29.5,24.6,54.53,3.79,4,4,2.27,1.36,0.09,46.81,39.23,30.06,47.83,29.53,49.88,45.0,1,7,8,2,13,49,5,54.55,4.9,,91,6.33
8939,brodijo01,Jonas,Brodin,D,L,2011,1.01,185,194,1993-07-12,25.20079968,SE,Other,2014,MIN,79,8,11,19,0,22,5,3,0,0,7,4,0,74,177,1561.43,23.54,0,0,33,117,28,36,100.7,50.1,49.9,0.6,4.4,925000.0,925000.0,0.42,0.23,0.29,1161,1326,46.68,-3.18,43,49,43.19,46.37,48.22,-3.22,9,10,8.77,2.4,0.09,51.09,39.63,29.82,49.96,29.41,50.02,79.0,5,6,11,6,7.62,-165,-6,46.74,-3.18,1,145,5.57
8940,brodijo01,Jonas,Brodin,D,L,2011,1.01,185,194,1993-07-12,25.20079968,SE,Other,2015,MIN,71,3,14,17,21,8,3,0,0,1,11,2,1,95,186,1452.78,24.1,0,0,31,128,33,33,102.1,50.4,49.6,0.1,5.7,925000.0,925000.0,0.45,0.21,0.92,1278,1247,50.61,0.44,59,43,54.23,40.83,57.05,4.71,2,2,2.56,2.38,0.1,51.38,41.56,29.57,50.8,29.23,50.07,71.0,2,9,11,5,22.35,31,16,57.84,13.4,,157,6.48
8941,brodijo01,Jonas,Brodin,D,L,2011,1.01,185,194,1993-07-12,25.20079968,SE,Other,2016,MIN,68,2,5,7,-4,18,2,0,0,0,5,0,0,58,141,1233.35,20.25,0,0,34,110,27,23,100.4,39.6,60.4,-0.7,2.9,4166667.0,4166667.0,0.29,0.24,0.07,920,1140,44.66,-4,30,36,35.37,41.33,46.11,-5.25,8,4,3.7,2.12,0.1,40.06,36.64,27.45,48.26,28.98,50.22,68.0,2,4,6,5,1.35,-220,-6,45.45,-5.96,-4,133,6.47
8942,brodijo01,Jonas,Brodin,D,L,2011,1.01,185,194,1993-07-12,25.20079968,SE,Other,2017,MIN,68,3,22,25,5,20,1,2,0,2,17,5,0,85,186,1090.33,19.34,0,0,20,89,16,29,100.6,47.3,52.7,1.4,2.7,4166667.0,4166667.0,0.88,0.39,1.09,959,948,50.29,0.49,47,43,39.58,33.5,54.16,-0.51,8,5,1.49,2.66,0.15,46.92,32.04,26.95,48.65,28.9,49.92,68.0,1,15,16,7,19.73,11,4,52.22,6.08,-3,148,8.14
8943,brodijo01,Jonas,Brodin,D,L,2011,1.01,185,194,1993-07-12,25.20079968,SE,Other,2018,MIN,73,6,15,21,23,30,6,0,0,1,12,3,0,77,162,1324.0,21.36,0,0,34,139,16,22,103.8,46.9,53.1,0.8,5.0,4166667.0,4166667.0,0.73,0.59,0.62,1089,1292,45.74,-2.02,66,51,47.94,47.04,50.47,-3.73,11,8,9.52,2.13,0.1,47.36,36.97,28.3,47.69,29.31,50.4,73.0,6,10,16,13,13.78,-203,15,56.41,0.9,-3,141,6.39
8944,brownch01,Chris,Brown,C,R,2009,2.036,188,215,1991-02-03,27.63753702,US,Other,2013,PHX,5,0,0,0,0,2,0,0,0,0,0,0,0,6,10,30.3,7.38,0,0,6,0,1,0,100.0,42.9,57.1,-0.1,0.0,853333.0,853333.0,,,0.16,27,30,47.37,-6.12,,,1.01,1.2,45.7,-5.27,1,,,0.48,0.95,42.86,12.51,27.43,50.78,27.02,48.67,5.0,,,,,0.08,-3,,,-0.19,-1,9,17.82
8945,brownch01,Chris,Brown,C,R,2009,2.036,188,215,1991-02-03,27.63753702,US,Other,2014,TOT,12,1,1,2,0,17,1,0,0,0,1,0,0,8,18,102.87,8.42,15,25,22,1,2,3,101.2,52.9,47.1,0.0,0.1,853333.0,853333.0,1.17,1.17,0.58,76,93,44.97,0.93,2,2,2.81,4.05,40.96,4.29,3,2,12.5,0.52,0.3,52.94,17.26,27.64,49.27,27.58,51.79,12.0,1,1,2,2,1,-17,,50,-1.24,-1,18,10.5
8946,brownch01,Chris,Brown,C,R,2009,2.036,188,215,1991-02-03,27.63753702,US,Other,2014,PHX,6,0,0,0,0,17,0,0,0,0,0,0,0,4,5,102.87,7.41,0,2,10,1,0,1,100.0,62.5,37.5,-0.1,0.1,853333.0,853333.0,1.17,1.17,0.58,76,93,44.97,0.93,2,2,2.81,4.05,40.96,4.29,3,2,12.5,0.52,0.3,52.94,17.26,27.64,49.27,27.58,51.79,12.0,1,1,2,2,1,-17,,50,-1.24,-1,18,10.5
8947,brownch01,Chris,Brown,C,R,2009,2.036,188,215,1991-02-03,27.63753702,US,Other,2014,WSH,6,1,1,2,0,0,1,0,0,0,1,0,0,4,13,102.87,9.42,15,23,12,0,2,2,103.5,44.4,55.6,0.2,0.1,853333.0,853333.0,1.17,1.17,0.58,76,93,44.97,0.93,2,2,2.81,4.05,40.96,4.29,3,2,12.5,0.52,0.3,52.94,17.26,27.64,49.27,27.58,51.79,12.0,1,1,2,2,1,-17,,50,-1.24,-1,18,10.5
8948,brownch01,Chris,Brown,C,R,2009,2.036,188,215,1991-02-03,27.63753702,US,Other,2015,WSH,5,1,0,1,1,2,1,0,0,0,0,0,0,4,4,31.97,6.28,1,2,6,1,0,2,110.0,73.9,26.1,0.1,0.1,853333.0,853333.0,1.88,1.88,0.64,18,36,33.33,-21.97,1,,0.45,1.36,24.86,-33.92,,,25,0.21,0.39,73.91,14.39,27.29,52.12,27.3,48.45,5.0,1,,1,1,0.34,-18,1,100,-0.91,,4,7.51
8949,brownch01,Chris,Brown,C,R,2009,2.036,188,215,1991-02-03,27.63753702,US,Other,2016,WSH,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7.68,7.41,0,0,2,0,0,0,100.0,0.0,100.0,0.0,0.0,575000.0,575000.0,,,1.72,6,3,66.67,22.22,,,0.49,0.07,87.5,58,,,,0.09,0.7,,20.52,26.42,50.76,27.93,47.11,1.0,,,,,0.22,3,,,0.42,,2,15.63
8950,brunnda01,Damien,Brunner,RW,R,2004,5.159,180,185,1986-03-09,32.5438665,CH,Other,2013,DET,44,12,14,26,-6,12,9,3,0,1,7,7,0,123,232,546.93,15.35,2,3,20,2,22,14,98.4,59.1,40.9,2.3,0.6,,,1.54,1.43,2.29,562,472,54.35,0.22,23,28,24.42,23.71,50.74,-3.19,4,7,9.09,7.68,0.84,59.11,25.58,30.96,52.96,29.64,49.74,44.0,8,6,14,13,20.9,90,-5,45.1,0.71,3,170,18.65
8951,brunnda01,Damien,Brunner,RW,R,2004,5.159,180,185,1986-03-09,32.5438665,CH,Other,2014,NJD,60,11,14,25,-11,26,7,4,0,1,7,6,1,110,196,675.25,13.32,1,7,15,5,16,21,96.9,59.1,40.9,1.7,0.7,,,1.24,1.16,1.69,570,515,52.53,-2.58,21,27,22.59,22.18,50.46,-5.91,10,8,7.69,7.45,0.66,58.73,22.86,29.68,54.62,28.89,49.39,60.0,7,7,14,13,19.02,55,-6,43.75,0.41,-2,161,14.31
8952,brunnda01,Damien,Brunner,RW,R,2004,5.159,180,185,1986-03-09,32.5438665,CH,Other,2015,NJD,17,2,5,7,-1,8,2,0,0,0,1,4,0,29,59,205.95,15.09,2,2,7,3,6,6,100.2,58.7,41.3,0.3,0.3,,,0.87,0.87,1.33,170,153,52.63,1.46,4,3,6.24,7.02,47.06,-1.74,2,,10,1.74,0.51,57.26,24.76,29.82,47.56,28.89,50.89,17.0,2,1,3,3,4.55,17,1,57.14,-0.78,-2,41,11.94
8953,carusmi01,Michael,Caruso,D,L,2006,4.103,188,191,1988-07-05,30.21938405,CA,Other,2013,FLA,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,2,11.8,7.55,0,0,0,2,0,1,87.5,14.3,85.7,0.0,0.0,,,,,-1.78,7,15,31.82,-4.9,,,0.18,0.23,43.9,6.24,,,,,,14.29,14.82,25.81,48.67,28.27,51.81,2.0,,,,,-0.35,-8,,,-0.05,,2,10.17
8954,cervero01,Roman,Cervenka,C,L,2006,4.103,180,201,1985-12-10,32.78754082,Other,Other,2013,CGY,39,9,8,17,-13,14,8,1,0,0,5,3,0,51,103,443.78,13.08,58,67,7,4,8,8,95.1,44.3,55.7,1.5,0.0,,,1.62,1.22,0.91,354,406,46.58,-1.35,15,28,15.88,19.81,44.49,-5.87,6,3,15.56,4.67,0.63,44.06,23.34,30.09,47.63,28.87,49.43,39.0,7,5,12,9,6.7,-52,-13,34.88,-3.93,-3,90,12.17
8955,chiasal01,Alex,Chiasson,RW,R,2009,2.0380000000000003,193,208,1990-10-01,27.97977618,CA,Other,2013,DAL,7,6,1,7,3,0,5,1,0,1,1,0,0,13,20,86.95,14.05,5,13,10,2,1,0,110.7,67.3,32.7,1.2,0.2,866667.0,866667.0,4.14,4.14,2.99,69,96,41.82,-3.72,6,3,2.69,4.26,38.71,-8.36,,,50,1.17,0.81,67.27,25.77,31.91,49.54,29.42,49.87,7.0,5,1,6,6,4.33,-27,3,66.67,-1.57,,17,11.73
